,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
1842,Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,27475
1843,Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,25595
1844,Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,30425
1845,Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,25595
1846,Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,25995
1847,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,30995
1848,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,30895
1849,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,35975
1850,Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,30775
1851,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,33995
1852,Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,32225
1853,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,35975
1854,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,31495
1855,Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,27995
1856,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,35095
1857,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,31995
1858,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,31495
1859,Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,27995
1860,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,34875
1861,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,29790
1862,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873,28070
1863,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,34950
1864,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,32670
1865,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873,28070
1866,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,31570
1867,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873,30500
1868,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873,25995
1869,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,36050
1870,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,30890
1871,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,36050
1872,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,32670
1873,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873,25490
1874,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,34950
1875,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,29790
1876,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,30890
1877,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873,30500
1878,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,31570
1879,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873,25490
1880,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873,25995
1881,Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,25895
1882,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,31625
1883,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,20195
1884,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,24185
1885,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,26985
1886,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,30525
1887,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,26195
1888,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,30525
1889,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,31625
1890,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,26195
1891,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,23085
1892,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,21795
1893,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28115
1894,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,32475
1895,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28675
1896,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,20695
1897,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,25450
1898,Volkswagen,Beetle,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,27710
1899,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,25450
1900,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,26550
1901,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,25885
1902,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,29215
1903,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,25095
1904,Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,26430
1905,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,25885
1906,Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,29625
1907,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,31375
1908,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,25095
1909,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,20695
1910,Volkswagen,Beetle,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,28525
1911,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,23085
1912,Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,28810
1913,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,24705
1914,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,29215
1915,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,21795
1916,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,32475
1917,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28115
1918,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28675
1919,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,31375
1920,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,26550
1921,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,23605
1922,Volkswagen,Beetle,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,25330
1923,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,29775
1924,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,29775
1925,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,24705
1926,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,24185
1927,Volkswagen,Beetle,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,24795
1928,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,23605
1929,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,26985
1930,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,25995
1931,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,24,873,27095
1932,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,873,22450
1933,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,873,19795
1934,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,873,25975
1935,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,24,873,21350
1936,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,24,873,27095
1937,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,873,19595
1938,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,31450
1939,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,31450
1940,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,873,22450
1941,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,24,873,32550
1942,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,873,25975
1943,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,24,873,23995
1944,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,24,873,32550
1945,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,24,873,21350
1946,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,873,19795
1947,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,25995
1948,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,24,873,23995
1949,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,20475
1950,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,19995
1951,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,24,873,23995
1952,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,21890
1953,Volkswagen,Beetle,2017,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,29,23,873,32550
1954,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,25975
1955,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,22450
1956,Chevrolet,Beretta,1994,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,27,18,1385,2000
1957,Chevrolet,Beretta,1994,regular unleaded,120.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,31,22,1385,2000
1969,Chevrolet,Blazer,2003,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,20,14,1385,20745
1970,Chevrolet,Blazer,2003,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,18,13,1385,23745
1973,Chevrolet,Blazer,2003,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,20,14,1385,22845
1976,Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,18,13,1385,24055
1977,Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,19,14,1385,23255
1978,Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,19,14,1385,21055
1979,Chevrolet,Blazer,2005,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,17,13,1385,24305
1980,Chevrolet,Blazer,2005,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,20,14,1385,21305
1983,Chevrolet,Bolt EV,2017,electric,200.0,,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,110,128,1385,40905
1984,Chevrolet,Bolt EV,2017,electric,200.0,,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,110,128,1385,36620
2003,Porsche,Boxster,2014,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,28,20,1715,62100
2004,Porsche,Boxster,2014,premium unleaded (required),265.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,30,20,1715,50400
2005,Porsche,Boxster,2015,premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,26,19,1715,73500
2006,Porsche,Boxster,2015,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,28,20,1715,63300
2007,Porsche,Boxster,2015,premium unleaded (required),265.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,30,20,1715,51400
2008,Porsche,Boxster,2016,premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,26,19,1715,74600
2009,Porsche,Boxster,2016,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,28,20,1715,63900
2010,Porsche,Boxster,2016,premium unleaded (required),265.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,30,20,1715,52100
2023,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,20,16,5657,2000
2024,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,20,16,5657,2000
2025,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,5657,2000
2026,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,5657,2000
2027,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,5657,2000
2028,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,20,16,5657,2000
2029,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,5657,2000
2030,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,20,16,5657,2000
2046,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,640,29490
2047,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,34,25,640,28795
2048,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,640,25695
2049,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,640,27695
2050,Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,640,27395
2051,Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,640,27690
2052,Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,34,25,640,28495
2053,Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,640,25395
2054,Subaru,BRZ,2017,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,33,24,640,28745
2055,Subaru,BRZ,2017,premium unleaded (required),205.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,29,21,640,29695
2056,Subaru,BRZ,2017,premium unleaded (required),205.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,29,21,640,25495
2057,Subaru,BRZ,2017,premium unleaded (required),205.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,29,21,640,27645
2059,Mercedes-Benz,C-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,27,19,617,46050
2061,Mercedes-Benz,C-Class,2015,premium unleaded (required),451.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13,617,62950
2063,Mercedes-Benz,C-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,28,20,617,44050
2070,Mercedes-Benz,C-Class,2015,premium unleaded (required),201.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Coupe,31,22,617,39400
2095,Ford,C-Max Hybrid,2015,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Wagon,37,42,5657,27170
2096,Ford,C-Max Hybrid,2015,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Wagon,37,42,5657,24170
2097,Ford,C-Max Hybrid,2016,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Wagon,37,42,5657,24170
2098,Ford,C-Max Hybrid,2016,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Wagon,37,42,5657,27170
2099,Ford,C-Max Hybrid,2017,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Wagon,37,42,5657,24120
2100,Ford,C-Max Hybrid,2017,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Wagon,37,42,5657,27120
2101,Volvo,C30,2011,premium unleaded (recommended),227.0,5.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,29,21,870,24700
2102,Volvo,C30,2011,premium unleaded (recommended),227.0,5.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,29,21,870,27100
2103,Volvo,C30,2012,premium unleaded (recommended),227.0,5.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,29,21,870,27450
2104,Volvo,C30,2012,premium unleaded (recommended),227.0,5.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,29,21,870,24950
2105,Volvo,C30,2013,regular unleaded,227.0,5.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,29,21,870,25500
2106,Volvo,C30,2013,regular unleaded,227.0,5.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,29,21,870,27850
